업소명,업종,업태,도로명주소
우동식당,일반음식점,한식,강원특별자치도 강릉시 용지각길8번길 3-2(포남동)
우란장례식장,일반음식점,한식,"강원특별자치도 강릉시 옥가로 30(옥천동,외5필지)"
우리다강릉역점,일반음식점,한식,강원특별자치도 강릉시 강릉대로 298(1층 옥천동)
우리식당,일반음식점,한식,강원특별자치도 강릉시 용지각길 27(포남동)
우리집밥,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 13-6(교동)
우리한우상회,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 30-10(1층 101호 홍제동)
우미관강릉본점,일반음식점,한식,강원특별자치도 강릉시 남부로 170(노암동)
우석정,일반음식점,한식,강원특별자치도 강릉시 강동면 시동서당길 113
우성식당,일반음식점,한식,강원특별자치도 강릉시 옥천로 48(동부시장 1층 105호 옥천동)
우오동뎅,일반음식점,분식,강원특별자치도 강릉시 선수촌로 79-15(1층 109호 홍제동)
운유식당,일반음식점,한식,강원특별자치도 강릉시 왕산면 안반데기길 428
울릉도며느리,일반음식점,한식,강원특별자치도 강릉시 초당원길 56(2호 초당동)
울엄마양평해장국,일반음식점,한식,강원특별자치도 강릉시 경강로 2524(1층 송정동)
워니식당,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 18-10(홍제동)
원스넥,일반음식점,분식,강원특별자치도 강릉시 주문진읍 장성로 51
원영생선구이,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안3길 24(1층)
원인숙고성생선찜,일반음식점,한식,강원특별자치도 강릉시 성덕포남로 56(입암동)
원조민속초당순두부,일반음식점,한식,강원특별자치도 강릉시 운정길 129(운정동)
원조소문난부대찌개전문,일반음식점,한식,강원특별자치도 강릉시 동부시장길 19(옥천동)
원조식당,일반음식점,한식,강원특별자치도 강릉시 임영로155번길 7-1(용강동)
원조집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1760(1단지1동)
원조초당순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길77번길 9(초당동)
원조춘하추동,일반음식점,한식,"강원특별자치도 강릉시 임영로116번길 4(성내동,외 1필지13-15)"
원조칼국수,일반음식점,분식,강원특별자치도 강릉시 주문진읍 주문로 25
월드떡볶이,일반음식점,분식,강원특별자치도 강릉시 남산초교길 23(내곡동)
월드분식,일반음식점,분식,강원특별자치도 강릉시 연당길 74(초당동)
월성식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 4
월성식당2호점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 4-1
월화칼국수,일반음식점,분식,강원특별자치도 강릉시 강릉대로203번길 7(1층 교동)
월화푸드,일반음식점,한식,강원특별자치도 강릉시 강릉대로224번길 18(임당동)
웰컴투동막골,일반음식점,한식,강원특별자치도 강릉시 옥천로 48(1층 61-2호 옥천동)
위드호텔,일반음식점,한식,강원특별자치도 강릉시 옥천로65번길 2-6(옥천동)
윙윙치킨,일반음식점,한식,강원특별자치도 강릉시 경강로2245번길 16(포남동)
유가네닭갈비강릉유천점,일반음식점,한식,강원특별자치도 강릉시 선수촌로 72(1층 102호 홍제동)
유광회관,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 95
유명한해산물센타,일반음식점,한식,강원특별자치도 강릉시 옥계면 헌화로 467
유산민물장어,일반음식점,한식,강원특별자치도 강릉시 칠성로 557(유산동)
유성집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 9-2
유정식당,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 31(1층 성남동)
유진면옥,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 77
유천동뼈해장국 주문진점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 44
유천뚝배기,일반음식점,한식,강원특별자치도 강릉시 위촌길 40(유천동)
유천로또명당,일반음식점,분식,강원특별자치도 강릉시 선수촌로 73(104호 홍제동)
육개본가,일반음식점,한식,강원특별자치도 강릉시 금성로 21(중앙시장2층동 43-2호 성남동)
육달막국수,일반음식점,분식,강원특별자치도 강릉시 사임당로 131-1(109호 홍제동)
육대감,일반음식점,한식,강원특별자치도 강릉시 문화의길7번길 8(임당동)
육대장,일반음식점,한식,강원특별자치도 강릉시 경강로 2379(송정동)
육반장,일반음식점,한식,강원특별자치도 강릉시 토성로 169(임당동)
육반장주문진점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 10(19동 103호)
육장원,일반음식점,한식,강원특별자치도 강릉시 강릉대로 455(포남동)
육칠이홍제점,일반음식점,한식,강원특별자치도 강릉시 하슬라로 18(1층 8호 홍제동)
육회&큐브스테이크,일반음식점,한식,강원특별자치도 강릉시 성덕포남로 101(102호 입암동)
윤경식당,일반음식점,한식,"강원특별자치도 강릉시 옥천로 48(옥천동,동부시장1층 34호)"
윤식당,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 76
윤씨네사생활,일반음식점,한식,강원특별자치도 강릉시 하평3길 12(1층 포남동)
윤이네순대국밥,일반음식점,한식,강원특별자치도 강릉시 가작로 223(교동)
은서네밥상,일반음식점,한식,강원특별자치도 강릉시 경강로2366번길 7(송정동)
은어향기,일반음식점,한식,강원특별자치도 강릉시 연곡면 초시길 190-17(1층)
은하수구락부,일반음식점,한식,강원특별자치도 강릉시 율곡초교길 9(교동)
은행나무,일반음식점,한식,강원특별자치도 강릉시 사천면 산대월길 153
은혜식당,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 43
은화식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로313번길 7-8(1층 교동)
은희낭만포차,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 16(2층)
음식마을,일반음식점,한식,강원특별자치도 강릉시 강릉대로443번길 8(포남동)
읍내골,일반음식점,한식,강원특별자치도 강릉시 연곡면 왕제골길 28-4
응급실국물떡볶이강릉교동점,일반음식점,분식,강원특별자치도 강릉시 율곡초교길39번길 18(교동)
응급실국물떡볶이강릉포남점,일반음식점,분식,강원특별자치도 강릉시 성덕포남로174번길 46(1층 포남동)
의정부부대찌개교동본점,일반음식점,한식,강원특별자치도 강릉시 정원로 73-4(교동)
이가네닭갈비,일반음식점,한식,강원특별자치도 강릉시 은행나무길 3-2(옥천동)
이가네닭갈비,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 26-7(1층 101호 홍제동)
이가네면옥,일반음식점,분식,강원특별자치도 강릉시 하슬라로177번길 14(교동)
이가네짬뽕,일반음식점,한식,강원특별자치도 강릉시 강동면 율곡로 2030
이레맛집,일반음식점,한식,강원특별자치도 강릉시 남문길 23(남문동)
이모네,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 125-1
이모네생선찜,일반음식점,한식,강원특별자치도 강릉시 가작로 8(교동)
이모네식당,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1011(1층)
이모식당,일반음식점,한식,강원특별자치도 강릉시 금성로45번길 12(성남동)
이미정의걸작교동점,일반음식점,한식,강원특별자치도 강릉시 솔올로 38(2층 교동)
이밤동먹거리,일반음식점,한식,강원특별자치도 강릉시 강변로440번길 44(입암동)
이삭토스트교동점,일반음식점,분식,강원특별자치도 강릉시 율곡로 2935-1(교동)
이쉐프의돈까스,일반음식점,한식,강원특별자치도 강릉시 경강로 2107(1층 임당동)
이스턴,일반음식점,한식,강원특별자치도 강릉시 강동면 안인진길 32
이자카야아키,일반음식점,한식,강원특별자치도 강릉시 선수촌로 72(1층 104호 홍제동)
이정희차돌박이김치두루치기전문점,일반음식점,한식,강원특별자치도 강릉시 성덕포남로174번길 39(포남동)
이층술집,일반음식점,한식,강원특별자치도 강릉시 강릉대로 245-1(교동)
이화국수,일반음식점,한식,강원특별자치도 강릉시 중앙시장1길 11(1층 성남동)
이화국수2호점,일반음식점,한식,강원특별자치도 강릉시 중앙시장1길 15-1(1층 성남동)
인사동먹거리,일반음식점,한식,강원특별자치도 강릉시 옥가로 38(옥천동)
인사동손칼국시,일반음식점,분식,강원특별자치도 강릉시 문화의길8번길 13(임당동)
인생포차,일반음식점,한식,강원특별자치도 강릉시 남구길 27(1층 포남동)
인성식당,일반음식점,한식,강원특별자치도 강릉시 남문길1번길 1(남문동)
인연밥집,일반음식점,한식,강원특별자치도 강릉시 하슬라로177번길 11(1층 교동)
일로네생선조림,일반음식점,한식,강원특별자치도 강릉시 화부산로8번길 3(교동)
일미리금계찜닭교동점,일반음식점,한식,강원특별자치도 강릉시 지변길 26-8(지변동)
일미소문난생선구이,일반음식점,한식,강원특별자치도 강릉시 강변로 122(내곡동)
일송손칼국수,일반음식점,분식,강원특별자치도 강릉시 하평3길 8(포남동)
일일가정식,일반음식점,한식,강원특별자치도 강릉시 임영로155번길 6(서부시장 1층 93호 용강동)
일조일석감자탕,일반음식점,한식,강원특별자치도 강릉시 남구길 8(포남동)
일출식당,일반음식점,한식,강원특별자치도 강릉시 강동면 정동1길 7
일품양평해장국강릉강문점,일반음식점,한식,강원특별자치도 강릉시 해안로 362(강문동)
일품양평해장국강릉성남점,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 23(1층 성남동)
일품양평해장국강릉입암점,일반음식점,한식,강원특별자치도 강릉시 성덕로 328-18(108호 입암동)
임계메밀부치기,일반음식점,한식,강원특별자치도 강릉시 노가니남길 18(노암동)
임계식당,일반음식점,한식,강원특별자치도 강릉시 중앙시장길 22-2(성남동)
임계식당2호점,일반음식점,한식,강원특별자치도 강릉시 중앙시장길 22-2(1층 성남동)
임당골감자탕,일반음식점,한식,강원특별자치도 강릉시 토성로164번길 8(1층 임당동)
임당식당,일반음식점,한식,강원특별자치도 강릉시 문화의길7번길 4(임당동)
임영로53,일반음식점,한식,강원특별자치도 강릉시 임영로 53(노암동)
임호염소전문점,일반음식점,한식,강원특별자치도 강릉시 회산로 301(회산동)
입암농협식당,일반음식점,한식,강원특별자치도 강릉시 용지로 20(입암동)
입암샤브,일반음식점,한식,강원특별자치도 강릉시 입암로 147(2층 203호 입암동)
자매네청국장,일반음식점,한식,강원특별자치도 강릉시 사임당로 113-7(홍제동)
자매식당분식,일반음식점,분식,강원특별자치도 강릉시 하슬라로 27(홍제동)
자연추어탕,일반음식점,한식,강원특별자치도 강릉시 남구길 22(1층 포남동)
자연치유음식,일반음식점,한식,강원특별자치도 강릉시 성산면 삼왕길 139-87(대한불교석불사 나동 1층)
작은다리호떡,일반음식점,분식,강원특별자치도 강릉시 주문진읍 작은다리길 17
잔치,일반음식점,한식,강원특별자치도 강릉시 정원로 54(1층 교동)
잔치마당능이백숙,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 148-1
잠수교수제갈비,일반음식점,한식,강원특별자치도 강릉시 노가니길 5(노암동)
장군시오야끼교동직영점,일반음식점,한식,강원특별자치도 강릉시 율곡초교길47번길 11(교동)
